Date,Product,Quantity,Price,Cost,Profit
2024-05-11,Keyboard,-2.0,15295,12483,-5624.0
,Monitor,17.0,29331,14849,
2024-02-06,Monitor,-5.0,55632,48751,-34405.0
2024-10-03,Smartwatch,,50399,36416,
2024-07-11,Unknown,18.0,42820,29563,238626.0
2024-02-20,Printer,,46012,44133,
2024-08-13,Mouse,12.0,18860,25516,-79872.0
2024-09-27,Mobile,15.0,53910,43117,161895.0
2024-01-23,Printer,4.0,28472,17091,45524.0
2024-04-03,,,54628,46311,
2024-06-24,Headphones,,10234,4926,
2024-08-22,,18.0,25871,12255,245088.0
2024-10-10, ,,38217,41555,
2024-07-27,Unknown,,40149,36742,
2024-11-05, ,11.0,61702,49635,132737.0
2024-01-13,Monitor,,48668,35126,
2024-09-17, ,,48252,39908,
2024-05-26, ,,55250,46969,
2024-06-09,Headphones,,28707,16067,
2024-08-13,Monitor,0.0,56835,47112,0.0
2024-07-01,Laptop,,27950,24198,
2024-09-20,Laptop,11.0,23060,32209,-100639.0
2024-12-25,,,29198,24510,
2024-06-07,Mobile,,27594,17314,
2024-09-01,Unknown,,30473,23545,
2024-10-28,Laptop,,56932,49200,
2024-03-30,Headphones,2.0,2957,1043,3828.0
2024-01-25,Monitor,,9685,12554,
2024-03-27,Camera,11.0,28442,22688,63294.0
2024-06-03,Monitor,,27630,24889,
2024-12-14,Monitor,,15637,13611,
2024-08-08,Headphones,-1.0,52865,45871,-6994.0
2024-10-16,Laptop,,46265,32471,
2024-10-12,Unknown,,39247,30094,
2024-04-05,Keyboard,,23500,18079,
2024-05-10,Unknown,,40771,33541,
2024-12-24,Printer,0.0,35951,34553,0.0
2024-05-03,Laptop,,18213,12740,
2024-11-22,Monitor,8.0,6030,12208,-49424.0
2024-01-12,Smartwatch,17.0,33577,22960,180489.0
2024-06-21,Mobile,,19070,7497,
2024-08-11,Printer,,16725,15526,
2024-10-25,Mobile,,22706,31777,
2024-10-12,,,12554,10759,
2024-01-23,Smartwatch,3.0,47856,39713,24429.0
2024-07-12,Unknown,17.0,27834,20756,120326.0
2024-11-19,Tablet,11.0,30731,21453,102058.0
2024-05-29,,,15399,10712,
2024-06-02,Tablet,19.0,11397,1941,179664.0
2024-05-23,,,21908,20010,
2024-04-13,Camera,,41391,47185,
2024-09-06,Tablet,3.0,60756,47351,40215.0
2024-04-03,Smartwatch,,23313,16561,
2024-04-13,Camera,,22894,8018,
2024-03-06,Printer,,35229,24813,
2024-03-24,Keyboard,,34096,28470,
2024-09-05,Mouse,,14316,18334,
2024-01-15,Printer,,29293,17311,
2024-02-05,Mobile,19.0,55007,45815,174648.0
2024-01-18,Unknown,4.0,22205,18966,12956.0
2024-10-27,,,43337,36629,
2024-12-11,Printer,,51031,44257,
2024-06-25,Laptop,,23690,13908,
2024-03-24,Smartwatch,20.0,13081,8435,92920.0
2024-10-13,Laptop,14.0,27899,31256,-46998.0
2024-07-16,Unknown,2.0,29124,18201,21846.0
2024-01-23,Tablet,,46964,37136,
2024-05-15,Smartwatch,-2.0,44431,34266,-20330.0
2024-04-14,Mouse,,26359,19718,
2024-10-14,Camera,19.0,28253,22617,107084.0
2024-07-17,,12.0,26991,21942,60588.0
2024-01-02,Monitor,11.0,9108,1664,81884.0
2024-12-25,Printer,,50399,36022,
2024-07-01, ,,28488,27207,
2024-12-16,Camera,2.0,28998,29651,-1306.0
2024-01-13,Mobile,,33827,19985,
2024-03-01,Monitor,8.0,36841,26604,81896.0
2024-04-16,Printer,,25907,23456,
2024-05-01,Keyboard,,4883,9873,
2024-07-26, ,,39788,28959,
2024-03-19,Keyboard,,40061,30665,
2024-11-18,Printer,9.0,20664,6804,124740.0
2024-03-17,Unknown,,14948,3343,
2024-07-24,Keyboard,,18962,11665,
2024-07-28,Printer,,38785,29256,
2024-06-29,Headphones,4.0,33229,38638,-21636.0
2024-11-19,Camera,-1.0,22771,8220,-14551.0
2024-09-29,Mouse,17.0,54752,42577,206975.0
2024-09-26,,,25792,14908,
2024-03-26,Tablet,,17234,8099,
2024-10-14,Mobile,7.0,32827,24124,60921.0
2024-01-03,Keyboard,11.0,34784,22380,136444.0
2024-08-08,Smartwatch,,33486,23678,
2024-03-24,Laptop,10.0,51457,45931,55260.0
2024-03-21,Tablet,,54125,41879,
2024-08-06,Keyboard,,43272,36091,
2024-08-17,Tablet,10.0,31431,27270,41610.0
2024-11-25,Mouse,,50702,38075,
2024-11-09,Printer,,14256,1646,
2024-01-04,Headphones,6.0,29540,19912,57768.0
2024-01-07,Mobile,,60336,46284,
2024-05-06,,7.0,38589,42923,-30338.0
2024-08-22,Tablet,4.0,35038,22142,51584.0
2024-11-09,,6.0,20192,14467,34350.0
2024-07-01,Headphones,-3.0,46039,43837,-6606.0
2024-08-15,Headphones,6.0,59709,46248,80766.0
2024-05-31,,0.0,54571,47769,0.0
2024-07-11,,4.0,48924,38941,39932.0
2024-10-26,Smartwatch,-4.0,17756,10426,-29320.0
2024-11-12,Printer,,46184,34099,
2024-07-22,,,28269,22567,
2024-10-01,,19.0,36384,28641,147117.0
2024-06-25,Camera,,57137,45647,
2024-06-05,,,30575,23743,
2024-05-03, ,,52837,49636,
2024-03-05,Printer,8.0,17705,10413,58336.0
2024-07-25,Mobile,8.0,20871,18679,17536.0
2024-02-19, ,,51524,47652,
2024-08-11,Camera,,29017,16511,
2024-12-03,Headphones,3.0,46029,40315,17142.0
2024-05-15,,,27926,24954,
2024-08-08,Headphones,-2.0,52918,46971,-11894.0
,,,45943,41120,
2024-11-25,Unknown,19.0,49447,46815,50008.0
2024-08-13,,-5.0,19085,6830,-61275.0
2024-09-14,Smartwatch,,44636,40501,
2024-01-29,,,26607,24684,
,,,47531,44470,
2024-07-19,Unknown,,14397,7913,
2024-07-11,Unknown,0.0,38992,35351,0.0
2024-06-07,Tablet,,49012,42782,
2024-03-27,Headphones,11.0,48076,35593,137313.0
2024-01-11,Tablet,5.0,45447,33515,59660.0
2024-01-17, ,,22059,8394,
2024-01-02,Laptop,,41937,33205,
2024-01-03,Monitor,,25981,13774,
2024-11-07,Monitor,,33343,22698,
2024-11-21,Unknown,3.0,46016,35434,31746.0
2024-04-06,Mobile,-3.0,38134,32677,-16371.0
2024-03-11,Tablet,,13311,1536,
2024-07-19,Laptop,,12634,9816,
2024-01-09,Mobile,6.0,58742,49076,57996.0
2024-03-20, ,20.0,34376,29258,102360.0
2024-03-09,Mouse,6.0,25120,11722,80388.0
2024-09-28,,,24054,11854,
2024-08-13,Tablet,20.0,32661,27750,98220.0
2024-05-31,Monitor,,7853,1363,
2024-07-05, ,3.0,-2780,1682,-13386.0
2024-05-02,Tablet,,8528,5452,
2024-11-03,Keyboard,6.0,9896,4572,31944.0
2024-04-27,Mobile,15.0,-1577,1670,-48705.0
2024-06-25,Keyboard,,11569,1970,
2024-06-06,Smartwatch,-5.0,52873,49901,-14860.0
2024-04-25,Mobile,,25160,22800,
2024-07-31,Mobile,20.0,8214,17102,-177760.0
2024-07-03,Printer,2.0,11368,4251,14234.0
2024-10-28,Monitor,,7759,11597,
2024-08-04,,,44336,41918,
2024-05-07,Keyboard,,47732,33890,
2024-06-12,Monitor,,44713,41823,
2024-05-21,Monitor,,14687,3307,
2024-06-26,Tablet,2.0,19178,7774,22808.0
,Monitor,12.0,35488,27103,
2024-10-10,Keyboard,,44066,35704,
2024-08-08,Mobile,3.0,13769,21934,-24495.0
2024-04-26,Monitor,4.0,19652,18140,6048.0
2024-08-04,,-3.0,18297,11549,-20244.0
2024-05-03,Smartwatch,0.0,16031,1804,0.0
2024-02-11,Monitor,4.0,48623,45356,13068.0
2024-07-03,Tablet,,27164,18420,
2024-04-29,Keyboard,1.0,21191,18201,2990.0
2024-07-30,Monitor,,37350,27290,
2024-05-07,Keyboard,17.0,-954,4199,-87601.0
2024-11-18,Smartwatch,19.0,37915,26333,220058.0
2024-09-22, ,8.0,49746,41207,68312.0
2024-05-23,Unknown,18.0,33432,27451,107658.0
2024-05-17,Keyboard,,54817,44399,
2024-03-22,,-3.0,60699,49719,-32940.0
2024-09-14,Keyboard,,54367,43398,
2024-08-05,Camera,5.0,31322,28797,12625.0
2024-09-19,Headphones,-2.0,58353,45123,-26460.0
2024-11-14,,,36997,35192,
2024-10-06,Laptop,-1.0,41076,29214,-11862.0
2024-09-03,Smartwatch,,18741,10154,
2024-04-09,Keyboard,,27344,24255,
2024-04-03,Headphones,11.0,17867,3940,153197.0
2024-12-06,Printer,,16063,19614,
2024-12-28,Headphones,,10017,8245,
2024-02-04,Printer,0.0,51650,45299,0.0
2024-05-15,Mobile,,14368,5741,
2024-11-13,Laptop,,22060,17379,
2024-04-17,Monitor,17.0,37483,36453,17510.0
2024-08-13,Mobile,,24327,15435,
2024-02-19,Tablet,,12118,5560,
2024-03-13,Laptop,,19391,11756,
2024-03-09,,-1.0,10804,2511,-8293.0
2024-12-04, ,9.0,24379,27867,-31392.0
2024-01-05,Keyboard,20.0,6581,1928,93060.0
2024-02-28,Laptop,13.0,28698,22831,76271.0
2024-02-05,Tablet,,22737,16333,
2024-03-02,Mouse,-4.0,20339,7793,-50184.0
2024-12-28,Laptop,19.0,9895,13993,-77862.0
2024-03-19,Laptop,,52241,45079,
2024-08-24,Printer,,22599,11700,
2024-03-21,,,50756,39659,
2024-04-23,Printer,19.0,8078,16705,-163913.0
2024-12-05,Headphones,,25973,24734,
2024-01-10,Mobile,18.0,61056,49797,202662.0
2024-10-02,Mouse,,39649,32728,
2024-06-30,Headphones,,13448,7129,
2024-09-08,Mouse,2.0,49883,44611,10544.0
2024-05-09,Unknown,,21949,25165,
2024-05-28,Headphones,3.0,49730,37938,35376.0
2024-01-03, ,,40392,37129,
2024-04-29,Mobile,,41883,32231,
2024-12-10,Mobile,14.0,30850,17245,190470.0
2024-01-01,Printer,,48755,42688,
2024-01-07,Camera,4.0,48274,35037,52948.0
2024-09-14,Keyboard,11.0,43905,38340,61215.0
2024-08-19,Mouse,,61883,48783,
2024-08-13,Keyboard,,53003,38897,
2024-02-10,Laptop,,41226,28072,
2024-10-18,Headphones,,17294,16137,
,Camera,5.0,39163,34851,
2024-04-19,Headphones,,34648,32847,
2024-04-17,Headphones,-3.0,59731,47596,-36405.0
2024-12-13,Tablet,,62812,48799,
2024-12-06,Headphones,5.0,53982,49947,20175.0
2024-03-25,Camera,,7297,10218,
,Monitor,9.0,61543,49032,
2024-01-14,Smartwatch,11.0,20783,18076,29777.0
2024-09-05,Mouse,,33845,30666,
2024-02-01,Smartwatch,14.0,48545,46351,30716.0
2024-08-05,Camera,,33132,36977,
2024-05-22,Printer,11.0,26469,16325,111584.0
2024-09-01,Monitor,,15521,11797,
2024-08-21,Unknown,,50442,35593,
2024-10-28,Mobile,1.0,15088,7765,7323.0
2024-08-05,Headphones,,57838,48254,
2024-12-27,,,33291,30072,
2024-06-23,Tablet,16.0,21844,12145,155184.0
2024-05-06,Mouse,,27288,15113,
2024-07-22,Camera,,20194,9181,
2024-06-25,Printer,7.0,11275,3506,54383.0
2024-08-04,Camera,,16820,9663,
2024-12-05,Smartwatch,,31085,22915,
2024-05-04,,-4.0,10760,5855,-19620.0
2024-01-02, ,5.0,29102,24190,24560.0
2024-07-01,Tablet,,17672,11436,
2024-03-14, ,,26203,24930,
2024-04-11, ,12.0,44163,32473,140280.0
2024-03-17,Laptop,4.0,13474,8044,21720.0
2024-12-23,Mobile,,61404,46599,
2024-07-12,Printer,2.0,57739,49085,17308.0
2024-03-09,Headphones,,56159,46504,
2024-01-27,Mobile,16.0,27299,25091,35328.0
2024-11-27,Keyboard,,17230,10503,
2024-04-23,Tablet,,8546,3776,
2024-02-09,Mobile,16.0,10091,4637,87264.0
2024-07-22,,,38028,23406,
2024-12-07,Headphones,,19196,5031,
2024-09-13,,,31637,20169,
2024-11-01,Keyboard,,21632,20024,
2024-10-05,Unknown,,15509,7939,
2024-07-24,Tablet,,29648,39448,
2024-04-21,Mobile,,27839,36634,
2024-12-07,Keyboard,17.0,29892,25989,66351.0
2024-08-31,Tablet,7.0,19935,9817,70826.0
2024-05-07,,,16588,10857,
2024-03-26,Headphones,,29293,21763,
2024-12-08,Smartwatch,,47227,40082,
2024-02-28,Tablet,17.0,21108,14640,109956.0
2024-04-01,Headphones,14.0,37913,34352,49854.0
2024-10-15,Camera,7.0,53295,39948,93429.0
2024-09-07, ,,42078,40357,
2024-05-14,Mouse,,30419,19700,
2024-06-15,Camera,10.0,30558,34108,-35500.0
2024-08-14,Unknown,1.0,34068,30991,3077.0
2024-04-13,,,28273,19415,
2024-08-14,Mouse,,37743,26692,
2024-03-15,Keyboard,4.0,31601,26599,20008.0
2024-08-25,Mobile,8.0,16747,17805,-8464.0
2024-03-10,,,22172,11427,
2024-06-30,Headphones,13.0,52052,49806,29198.0
2024-12-26,Laptop,,35665,29798,
2024-07-30,,,34947,33188,
2024-12-10,Tablet,6.0,29712,22791,41526.0
2024-06-06,Printer,4.0,53252,45839,29652.0
2024-11-01,Printer,,31609,18167,
2024-02-15,Headphones,,50278,42425,
2024-09-16,Mouse,17.0,42664,29765,219283.0
2024-02-01,Camera,7.0,45901,32796,91735.0
2024-12-23, ,,28225,21821,
2024-09-24,Mobile,,16845,24577,
2024-12-30,Monitor,,47341,38993,
2024-04-21,Mobile,18.0,23954,18358,100728.0
2024-04-19,Tablet,,39678,31555,
2024-08-24,Unknown,14.0,23161,27494,-60662.0
2024-08-17,,,32406,24361,
2024-08-08,Monitor,,38043,23672,
2024-10-10,Headphones,2.0,39462,34321,10282.0
2024-04-10,Unknown,-5.0,14845,13627,-6090.0
2024-05-03,Headphones,,11418,5269,
2024-05-20,Camera,,38235,23416,
2024-07-13,Headphones,,31509,24379,
2024-12-05,Monitor,,4776,1742,
2024-09-06,Smartwatch,13.0,27456,24431,39325.0
2024-07-10,,,25977,17193,
2024-09-28,Keyboard,20.0,21976,10460,230320.0
2024-10-30,,-4.0,26585,21541,-20176.0
2024-09-03,Laptop,15.0,48150,35370,191700.0
2024-05-04,Mobile,11.0,29258,22486,74492.0
2024-07-08,Tablet,12.0,23917,19324,55116.0
2024-10-12,Printer,17.0,19372,17299,35241.0
2024-03-17,Camera,,53722,44876,
2024-01-27,Laptop,3.0,47570,45612,5874.0
2024-07-19,Headphones,,14334,5899,
2024-12-11,,2.0,50985,47651,6668.0
2024-05-01,Camera,14.0,40716,30861,137970.0
2024-08-26,Tablet,,9824,1883,
2024-01-03,Unknown,9.0,45899,37409,76410.0
2024-11-30,Mouse,-4.0,20607,11708,-35596.0
2024-05-13,Unknown,17.0,40706,38298,40936.0
2024-05-12,Monitor,,14182,8072,
2024-09-05,Printer,5.0,53189,41438,58755.0
2024-02-11,Laptop,,26612,16161,
2024-05-26,Mobile,,53804,45146,
2024-09-21,Laptop,,31305,16843,
2024-05-31,Monitor,,16220,8593,
2024-01-29,Keyboard,2.0,44964,34688,20552.0
2024-03-09,Headphones,-1.0,54552,43241,-11311.0
2024-03-18,Tablet,,35547,42315,
2024-11-10,Printer,,10018,4684,
2024-12-26,Camera,13.0,31980,21636,134472.0
2024-03-17,Keyboard,,31630,16990,
2024-03-09,,,38708,33254,
2024-11-13, ,10.0,41615,37452,41630.0
2024-02-22,Smartwatch,,50126,46307,
2024-07-05, ,,9034,17893,
2024-08-07, ,11.0,13810,7260,72050.0
2024-01-23, ,,20231,24913,
2024-12-12,,2.0,22897,11180,23434.0
2024-05-18,,12.0,44293,31048,158940.0
2024-09-09,Headphones,,36903,22512,
2024-12-01,Mouse,,37675,47223,
2024-10-11, ,16.0,29633,23111,104352.0
2024-09-26,Camera,,39895,29926,
2024-10-23,Tablet,,5705,15702,
2024-04-16,Printer,,17256,11771,
2024-11-29,Mouse,4.0,25290,14690,42400.0
2024-07-24,Monitor,7.0,22756,12092,74648.0
2024-04-24, ,9.0,52069,49136,26397.0
2024-11-13,Unknown,,23991,18448,
2024-12-09,Camera,-2.0,18092,13265,-9654.0
2024-11-09, ,,44927,43598,
2024-09-07,Headphones,-1.0,29992,28069,-1923.0
2024-10-17,Unknown,5.0,34297,33003,6470.0
